	from	to	value
1363	G16	G24	0
1364	G16	G25	0
1365	G16	G26	0
1366	G16	G27	0
1367	G16	G28	0
1368	G16	G29	0
1369	G16	G30	0
1370	G16	G31	0
1371	G16	G32	0
1372	G16	G33	0
1373	G16	G34	0
1374	G16	G35	0
1375	G16	G36	0
1376	G16	G37	0
1377	G16	G38	0
1378	G16	G39	0
1379	G16	G40	0
1380	G16	G41	0
1381	G16	G42	0
1382	G16	G43	0
1383	G16	G44	0
1384	G16	G45	0
1385	G16	G46	0
1386	G16	G47	0
1387	G16	G48	0
1388	G16	G49	0
1389	G16	G50	0
1390	G16	G51	0
1391	G16	G52	0
1392	G16	G53	0
1393	G16	G54	0
1394	G16	G55	0
1395	G16	G56	0
1396	G16	G57	0
1397	G16	G58	0
1398	G16	G59	0
1399	G16	G60	0
1400	G16	G61	0
1401	G16	G62	0
1402	G16	G63	0
1403	G16	G64	0
1404	G16	G65	0
1405	G16	G66	0
1406	G16	G67	0
1407	G16	G68	0
1408	G16	G69	0
1409	G16	G70	0
1410	G16	G71	0
1411	G16	G72	0
1412	G16	G73	0
1413	G16	G74	0
1414	G16	G75	0
1415	G16	G76	0
1416	G16	G77	0
1417	G16	G78	0
1418	G16	G79	0
1419	G16	G80	0
1420	G17	G1	0
1421	G17	G2	0
1422	G17	G3	0
1423	G17	G4	0
1424	G17	G5	0
1425	G17	G6	0
1426	G17	G7	0
1427	G17	G8	0
1428	G17	G9	0
1429	G17	G10	0
1430	G17	G11	0
1431	G17	G12	0
1432	G17	G13	0
1433	G17	G14	0
1434	G17	G15	0
1435	G17	G16	0
1436	G17	G18	0
1437	G17	G19	0
1438	G17	G20	0
1439	G17	G21	0
1440	G17	G22	0
1441	G17	G23	0
1442	G17	G24	0
1443	G17	G25	0
1444	G17	G26	0
1445	G17	G27	0
1446	G17	G28	0
1447	G17	G29	0
1448	G17	G30	0
1449	G17	G31	0
1450	G17	G32	0
1451	G17	G33	0
1452	G17	G34	0
1453	G17	G35	0
1454	G17	G36	0
1455	G17	G37	0
1456	G17	G38	0
1457	G17	G39	0
1458	G17	G40	0
1459	G17	G41	0
1460	G17	G42	0
1461	G17	G43	0
1462	G17	G44	0
1463	G17	G45	0
1464	G17	G46	0
1465	G17	G47	0
1466	G17	G48	0
1467	G17	G49	0
1468	G17	G50	0
1469	G17	G51	0
1470	G17	G52	0
1471	G17	G53	0
1472	G17	G54	0
1473	G17	G55	0
1474	G17	G56	0
1475	G17	G57	0
1476	G17	G58	0
1477	G17	G59	0
1478	G17	G60	0
1479	G17	G61	0
1480	G17	G62	0
1481	G17	G63	0
1482	G17	G64	0
1483	G17	G65	0
1484	G17	G66	0
1485	G17	G67	0
1486	G17	G68	0
1487	G17	G69	0
1488	G17	G70	0
1489	G17	G71	0
1490	G17	G72	0
1491	G17	G73	0
1492	G17	G74	0
1493	G17	G75	0
1494	G17	G76	0
1495	G17	G77	0
1496	G17	G78	0
1497	G17	G79	0
1498	G17	G80	0
1499	G18	G1	0
1500	G18	G2	0
1501	G18	G3	0
1502	G18	G4	0
1503	G18	G5	0
1504	G18	G6	0
1505	G18	G7	0
1506	G18	G8	0
1507	G18	G9	0
1508	G18	G10	0
1509	G18	G11	0
1510	G18	G12	0
1511	G18	G13	0
1512	G18	G14	0
1513	G18	G15	0
1514	G18	G16	0
1515	G18	G17	0
1516	G18	G19	0
1517	G18	G20	0
1518	G18	G21	0
1519	G18	G22	0
1520	G18	G23	0
1521	G18	G24	0
1522	G18	G25	0
1523	G18	G26	0
1524	G18	G27	0
1525	G18	G28	0
1526	G18	G29	0
1527	G18	G30	0
1528	G18	G31	0
1529	G18	G32	0
1530	G18	G33	0
1531	G18	G34	0
1532	G18	G35	0
1533	G18	G36	0
1534	G18	G37	0
1535	G18	G38	0
1536	G18	G39	0
1537	G18	G40	0
1538	G18	G41	0
1539	G18	G42	0
1540	G18	G43	0
1541	G18	G44	0
1542	G18	G45	0
1543	G18	G46	0
1544	G18	G47	0
1545	G18	G48	0
1546	G18	G49	0
1547	G18	G50	0
1548	G18	G51	0
1549	G18	G52	0
1550	G18	G53	0
1551	G18	G54	0
1552	G18	G55	0
1553	G18	G56	0
1554	G18	G57	0
1555	G18	G58	0
1556	G18	G59	0
1557	G18	G60	0
1558	G18	G61	0
1559	G18	G62	0
1560	G18	G63	0
1561	G18	G64	0
1562	G18	G65	0
1563	G18	G66	0
1564	G18	G67	0
1565	G18	G68	0
1566	G18	G69	0
1567	G18	G70	0
1568	G18	G71	0
1569	G18	G72	0
1570	G18	G73	0
1571	G18	G74	0
1572	G18	G75	0
1573	G18	G76	0
1574	G18	G77	0
1575	G18	G78	0
1576	G18	G79	0
1577	G18	G80	0
1578	G19	G1	0
1579	G19	G2	0
1580	G19	G3	0
1581	G19	G4	0
1582	G19	G5	0
1583	G19	G6	0
1584	G19	G7	0
1585	G19	G8	0
1586	G19	G9	0
1587	G19	G10	0
1588	G19	G11	0
1589	G19	G12	0
1590	G19	G13	0
1591	G19	G14	0
1592	G19	G15	0
1593	G19	G16	0
1594	G19	G17	0
1595	G19	G18	0
1596	G19	G20	0
1597	G19	G21	0
1598	G19	G22	0
1599	G19	G23	0
1600	G19	G24	0
1601	G19	G25	0
1602	G19	G26	0
1603	G19	G27	0
1604	G19	G28	0
1605	G19	G29	0
1606	G19	G30	0
1607	G19	G31	0
1608	G19	G32	0
1609	G19	G33	0
1610	G19	G34	0
1611	G19	G35	0
1612	G19	G36	0
1613	G19	G37	0
1614	G19	G38	0
1615	G19	G39	0
1616	G19	G40	0
1617	G19	G41	0
1618	G19	G42	0
1619	G19	G43	0
1620	G19	G44	0
1621	G19	G45	0
1622	G19	G46	0
1623	G19	G47	0
1624	G19	G48	0
1625	G19	G49	0
1626	G19	G50	0
1627	G19	G51	0
1628	G19	G52	0
1629	G19	G53	0
1630	G19	G54	0
1631	G19	G55	0
1632	G19	G56	0
1633	G19	G57	0
1634	G19	G58	0
1635	G19	G59	0
1636	G19	G60	0
1637	G19	G61	0
1638	G19	G62	0
1639	G19	G63	0
1640	G19	G64	0
1641	G19	G65	0
1642	G19	G66	0
1643	G19	G67	0
1644	G19	G68	0
1645	G19	G69	0
1646	G19	G70	0
1647	G19	G71	0
1648	G19	G72	0
1649	G19	G73	0
1650	G19	G74	0
1651	G19	G75	0
1652	G19	G76	0
1653	G19	G77	0
1654	G19	G78	0
1655	G19	G79	0
1656	G19	G80	0
1657	G20	G1	0
1658	G20	G2	0
1659	G20	G3	0
1660	G20	G4	0
1661	G20	G5	0
1662	G20	G6	0
1663	G20	G7	0
1664	G20	G8	0
1665	G20	G9	0
1666	G20	G10	0
1667	G20	G11	0
1668	G20	G12	0
1669	G20	G13	0
1670	G20	G14	0
1671	G20	G15	0
1672	G20	G16	0
1673	G20	G17	0
1674	G20	G18	0
1675	G20	G19	0
1676	G20	G21	0
1677	G20	G22	0
1678	G20	G23	0
1679	G20	G24	0
1680	G20	G25	0
1681	G20	G26	0
1682	G20	G27	0
1683	G20	G28	0
1684	G20	G29	0
1685	G20	G30	0
1686	G20	G31	0
1687	G20	G32	0
1688	G20	G33	0
1689	G20	G34	0
1690	G20	G35	0
1691	G20	G36	0
1692	G20	G37	0
1693	G20	G38	0
1694	G20	G39	0
1695	G20	G40	0
1696	G20	G41	0
1697	G20	G42	0
1698	G20	G43	0
1699	G20	G44	0
1700	G20	G45	0
1701	G20	G46	0
1702	G20	G47	0
1703	G20	G48	0
1704	G20	G49	0
1705	G20	G50	0
1706	G20	G51	0
1707	G20	G52	0
1708	G20	G53	0
1709	G20	G54	0
1710	G20	G55	0
1711	G20	G56	0
1712	G20	G57	0
1713	G20	G58	0
1714	G20	G59	0
1715	G20	G60	0
1716	G20	G61	0
1717	G20	G62	0
1718	G20	G63	0
1719	G20	G64	0
1720	G20	G65	0
1721	G20	G66	0
1722	G20	G67	0
1723	G20	G68	0
1724	G20	G69	0
1725	G20	G70	0
1726	G20	G71	0
1727	G20	G72	0
1728	G20	G73	0
1729	G20	G74	0
1730	G20	G75	0
1731	G20	G76	0
1732	G20	G77	0
1733	G20	G78	0
1734	G20	G79	0
1735	G20	G80	0
1736	G21	G1	0
1737	G21	G2	0
1738	G21	G3	0
1739	G21	G4	0
1740	G21	G5	0
1741	G21	G6	0
1742	G21	G7	0
1743	G21	G8	0
1744	G21	G9	0
1745	G21	G10	0
1746	G21	G11	0
1747	G21	G12	0
1748	G21	G13	0
1749	G21	G14	0
1750	G21	G15	0
1751	G21	G16	0
1752	G21	G17	0
1753	G21	G18	0
1754	G21	G19	0
1755	G21	G20	0
1756	G21	G22	0
1757	G21	G23	0
1758	G21	G24	0
1759	G21	G25	0
1760	G21	G26	0
1761	G21	G27	0
1762	G21	G28	0
1763	G21	G29	0
1764	G21	G30	0
1765	G21	G31	0
1766	G21	G32	0
1767	G21	G33	0
1768	G21	G34	0
1769	G21	G35	0
1770	G21	G36	0
1771	G21	G37	0
1772	G21	G38	0
1773	G21	G39	0
1774	G21	G40	0
1775	G21	G41	0
1776	G21	G42	0
1777	G21	G43	0
1778	G21	G44	0
1779	G21	G45	0
1780	G21	G46	0
1781	G21	G47	0
1782	G21	G48	0
1783	G21	G49	0
1784	G21	G50	0
1785	G21	G51	0
1786	G21	G52	0
1787	G21	G53	0
1788	G21	G54	0
1789	G21	G55	0
1790	G21	G56	0
1791	G21	G57	0
1792	G21	G58	0
1793	G21	G59	0
1794	G21	G60	0
1795	G21	G61	0
1796	G21	G62	0
1797	G21	G63	0
1798	G21	G64	0
1799	G21	G65	0
1800	G21	G66	0
1801	G21	G67	0
1802	G21	G68	0
1803	G21	G69	0
1804	G21	G70	0
1805	G21	G71	0
1806	G21	G72	0
1807	G21	G73	0
1808	G21	G74	0
1809	G21	G75	0
1810	G21	G76	0
1811	G21	G77	0
1812	G21	G78	0
1813	G21	G79	0
1814	G21	G80	0
1815	G22	G1	0
1816	G22	G2	0
1817	G22	G3	0
1818	G22	G4	0
1819	G22	G5	0
1820	G22	G6	0
1821	G22	G7	0
1822	G22	G8	0
1823	G22	G9	0
1824	G22	G10	0
1825	G22	G11	0
1826	G22	G12	0
1827	G22	G13	0
1828	G22	G14	0
1829	G22	G15	0
1830	G22	G16	0
1831	G22	G17	0
1832	G22	G18	0
1833	G22	G19	0
1834	G22	G20	0
1835	G22	G24	0
1836	G22	G25	0
1837	G22	G26	0
1838	G22	G27	0
1839	G22	G28	0
1840	G22	G29	0
1841	G22	G30	0
1842	G22	G31	0
1843	G22	G32	0
1844	G22	G33	0
1845	G22	G34	0
1846	G22	G35	0
1847	G22	G36	0
1848	G22	G37	0
1849	G22	G38	0
1850	G22	G39	0
1851	G22	G40	0
1852	G22	G41	0
1853	G22	G42	0
1854	G22	G43	0
1855	G22	G44	0
1856	G22	G45	0
1857	G22	G46	0
1858	G22	G47	0
1859	G22	G48	0
1860	G22	G49	0
1861	G22	G50	0
1862	G22	G51	0
1863	G22	G52	0
1864	G22	G53	0
1865	G22	G54	0
1866	G22	G55	0
1867	G22	G56	0
1868	G22	G57	0
1869	G22	G58	0
1870	G22	G59	0
1871	G22	G60	0
1872	G22	G61	0
1873	G22	G62	0
1874	G22	G63	0
1875	G22	G64	0
1876	G22	G65	0
1877	G22	G66	0
1878	G22	G67	0
1879	G22	G68	0
1880	G22	G69	0
1881	G22	G70	0
1882	G22	G71	0
1883	G22	G72	0
1884	G22	G73	0
1885	G22	G74	0
1886	G22	G75	0
1887	G22	G76	0
1888	G22	G77	0
1889	G22	G78	0
1890	G22	G79	0
1891	G22	G80	0
1892	G23	G1	0
1893	G23	G2	0
1894	G23	G3	0
1895	G23	G4	0
1896	G23	G5	0
1897	G23	G6	0
1898	G23	G7	0
1899	G23	G8	0
1900	G23	G9	0
1901	G23	G10	0
1902	G23	G11	0
1903	G23	G12	0
1904	G23	G13	0
1905	G23	G14	0
1906	G23	G15	0
1907	G23	G16	0
1908	G23	G17	0
1909	G23	G18	0
1910	G23	G19	0
1911	G23	G20	0
1912	G23	G21	0
1913	G23	G22	0
1914	G23	G24	0
1915	G23	G25	0
1916	G23	G26	0
1917	G23	G27	0
1918	G23	G28	0
1919	G23	G29	0
1920	G23	G30	0
1921	G23	G31	0
1922	G23	G32	0
1923	G23	G33	0
1924	G23	G34	0
1925	G23	G35	0
1926	G23	G36	0
1927	G23	G37	0
1928	G23	G38	0
1929	G23	G39	0
1930	G23	G40	0
1931	G23	G41	0
1932	G23	G42	0
1933	G23	G43	0
1934	G23	G44	0
1935	G23	G45	0
1936	G23	G46	0
1937	G23	G47	0
1938	G23	G48	0
1939	G23	G49	0
1940	G23	G50	0
1941	G23	G51	0
1942	G23	G52	0
1943	G23	G53	0
1944	G23	G54	0
1945	G23	G55	0
1946	G23	G56	0
1947	G23	G57	0
1948	G23	G58	0
1949	G23	G59	0
1950	G23	G60	0
1951	G23	G61	0
1952	G23	G62	0
1953	G23	G63	0
1954	G23	G64	0
1955	G23	G65	0
1956	G23	G66	0
1957	G23	G67	0
1958	G23	G68	0
1959	G23	G69	0
1960	G23	G70	0
1961	G23	G71	0
1962	G23	G72	0
1963	G23	G73	0
1964	G23	G74	0
1965	G23	G75	0
1966	G23	G76	0
1967	G23	G77	0
1968	G23	G78	0
1969	G23	G79	0
1970	G23	G80	0
1971	G24	G1	0
1972	G24	G2	0
1973	G24	G3	0
1974	G24	G4	0
1975	G24	G5	0
1976	G24	G6	0
1977	G24	G7	0
1978	G24	G8	0
1979	G24	G9	0
1980	G24	G10	0
1981	G24	G11	0
1982	G24	G12	0
1983	G24	G13	0
1984	G24	G14	0
1985	G24	G15	0
1986	G24	G16	0
1987	G24	G17	0
1988	G24	G18	0
1989	G24	G19	0
1990	G24	G20	0
1991	G24	G21	0
1992	G24	G22	0
1993	G24	G23	0
1994	G24	G25	0
1995	G24	G26	0
1996	G24	G27	0
1997	G24	G28	0
1998	G24	G29	0
1999	G24	G30	0
2000	G24	G31	0
2001	G24	G32	0
2002	G24	G33	0
2003	G24	G34	0
2004	G24	G35	0
2005	G24	G36	0
2006	G24	G37	0
2007	G24	G38	0
2008	G24	G39	0
2009	G24	G40	0
2010	G24	G41	0
2011	G24	G42	0
2012	G24	G43	0
2013	G24	G44	0
2014	G24	G45	0
2015	G24	G46	0
2016	G24	G47	0
2017	G24	G48	0
2018	G24	G49	0
2019	G24	G50	0
2020	G24	G51	0
2021	G24	G52	0
2022	G24	G53	0
2023	G24	G54	0
2024	G24	G55	0
2025	G24	G56	0
2026	G24	G57	0
2027	G24	G58	0
2028	G24	G59	0
2029	G24	G60	0
2030	G24	G61	0
2031	G24	G62	0
2032	G24	G63	0
2033	G24	G64	0
2034	G24	G65	0
2035	G24	G66	0
2036	G24	G67	0
2037	G24	G68	0
2038	G24	G69	0
2039	G24	G70	0
2040	G24	G71	0
2041	G24	G72	0
2042	G24	G73	0
2043	G24	G74	0
2044	G24	G75	0
2045	G24	G76	0
2046	G24	G77	0
2047	G24	G78	0
2048	G24	G79	0
2049	G24	G80	0
2050	G25	G1	0
2051	G25	G2	0
2052	G25	G3	0
2053	G25	G4	0
2054	G25	G5	0
2055	G25	G6	0
2056	G25	G7	0
2057	G25	G8	0
2058	G25	G9	0
2059	G25	G10	0
2060	G25	G11	0
2061	G25	G12	0
2062	G25	G13	0
2063	G25	G14	0
2064	G25	G15	0
2065	G25	G16	0
2066	G25	G17	0
2067	G25	G18	0
2068	G25	G19	0
2069	G25	G20	0
2070	G25	G21	0
2071	G25	G22	0
2072	G25	G23	0
2073	G25	G24	0
2074	G25	G26	0
2075	G25	G27	0
2076	G25	G28	0
2077	G25	G29	0
2078	G25	G30	0
2079	G25	G31	0
2080	G25	G32	0
2081	G25	G33	0
2082	G25	G34	0
2083	G25	G35	0
2084	G25	G36	0
2085	G25	G37	0
2086	G25	G38	0
2087	G25	G39	0
2088	G25	G40	0
2089	G25	G41	0
2090	G25	G42	0
2091	G25	G43	0
2092	G25	G44	0
2093	G25	G45	0
2094	G25	G46	0
2095	G25	G47	0
2096	G25	G48	0
2097	G25	G49	0
2098	G25	G50	0
2099	G25	G51	0
2100	G25	G52	0
2101	G25	G53	0
2102	G25	G54	0
2103	G25	G55	0
2104	G25	G56	0
2105	G25	G57	0
2106	G25	G58	0
2107	G25	G59	0
2108	G25	G60	0
2109	G25	G61	0
2110	G25	G62	0
2111	G25	G63	0
2112	G25	G64	0
2113	G25	G65	0
2114	G25	G66	0
2115	G25	G67	0
2116	G25	G68	0
2117	G25	G69	0
2118	G25	G70	0
2119	G25	G71	0
2120	G25	G72	0
2121	G25	G73	0
2122	G25	G74	0
2123	G25	G75	0
2124	G25	G76	0
2125	G25	G77	0
2126	G25	G78	0
2127	G25	G79	0
2128	G25	G80	0
2129	G26	G1	0
2130	G26	G2	0
2131	G26	G3	0
2132	G26	G4	0
2133	G26	G5	0
2134	G26	G6	0
2135	G26	G7	0
2136	G26	G8	0
2137	G26	G9	0
2138	G26	G10	0
2139	G26	G11	0
2140	G26	G12	0
2141	G26	G13	0
2142	G26	G14	0
2143	G26	G15	0
2144	G26	G16	0
2145	G26	G17	0
2146	G26	G18	0
2147	G26	G19	0
2148	G26	G20	0
2149	G26	G21	0
2150	G26	G22	0
2151	G26	G23	0
2152	G26	G24	0
2153	G26	G25	0
2154	G26	G27	0
2155	G26	G28	0
2156	G26	G29	0
2157	G26	G30	0
2158	G26	G31	0
2159	G26	G32	0
2160	G26	G33	0
2161	G26	G34	0
2162	G26	G35	0
2163	G26	G36	0
2164	G26	G37	0
2165	G26	G38	0
2166	G26	G39	0
2167	G26	G40	0
2168	G26	G41	0
2169	G26	G42	0
2170	G26	G43	0
2171	G26	G44	0
2172	G26	G45	0
2173	G26	G46	0
2174	G26	G47	0
2175	G26	G48	0
2176	G26	G49	0
2177	G26	G50	0
2178	G26	G51	0
2179	G26	G52	0
2180	G26	G53	0
2181	G26	G54	0
2182	G26	G55	0
2183	G26	G56	0
2184	G26	G57	0
2185	G26	G58	0
2186	G26	G59	0
2187	G26	G60	0
2188	G26	G61	0
2189	G26	G62	0
2190	G26	G63	0
2191	G26	G64	0
2192	G26	G65	0
2193	G26	G66	0
2194	G26	G67	0
2195	G26	G68	0
2196	G26	G69	0
2197	G26	G70	0
2198	G26	G71	0
2199	G26	G72	0
2200	G26	G73	0
2201	G26	G74	0
2202	G26	G75	0
2203	G26	G76	0
2204	G26	G77	0
2205	G26	G78	0
2206	G26	G79	0
2207	G26	G80	0
2208	G27	G1	0
2209	G27	G2	0
2210	G27	G3	0
2211	G27	G4	0
2212	G27	G5	0
2213	G27	G6	0
2214	G27	G7	0
2215	G27	G8	0
2216	G27	G9	0
2217	G27	G10	0
2218	G27	G11	0
2219	G27	G12	0
2220	G27	G13	0
2221	G27	G14	0
2222	G27	G15	0
2223	G27	G16	0
2224	G27	G17	0
2225	G27	G18	0
2226	G27	G19	0
2227	G27	G20	0
2228	G27	G21	0
2229	G27	G22	0
2230	G27	G23	0
2231	G27	G24	0
2232	G27	G25	0
2233	G27	G26	0
2234	G27	G28	0
2235	G27	G29	0
2236	G27	G30	0
2237	G27	G31	0
2238	G27	G32	0
2239	G27	G33	0
2240	G27	G34	0
2241	G27	G35	0
2242	G27	G36	0
2243	G27	G37	0
2244	G27	G38	0
2245	G27	G39	0
2246	G27	G40	0
2247	G27	G41	0
2248	G27	G42	0
2249	G27	G43	0
2250	G27	G44	0
2251	G27	G45	0
2252	G27	G46	0
2253	G27	G47	0
2254	G27	G48	0
2255	G27	G49	0
2256	G27	G50	0
2257	G27	G51	0
2258	G27	G52	0
2259	G27	G53	0
2260	G27	G54	0
2261	G27	G55	0
2262	G27	G56	0
2263	G27	G57	0
2264	G27	G58	0
2265	G27	G59	0
2266	G27	G60	0
2267	G27	G61	0
2268	G27	G62	0
2269	G27	G63	0
2270	G27	G64	0
2271	G27	G65	0
2272	G27	G66	0
2273	G27	G67	0
2274	G27	G68	0
2275	G27	G69	0
2276	G27	G70	0
2277	G27	G71	0
2278	G27	G72	0
2279	G27	G73	0
2280	G27	G74	0
2281	G27	G75	0
2282	G27	G76	0
2283	G27	G77	0
2284	G27	G78	0
2285	G27	G79	0
2286	G27	G80	0
2287	G28	G1	0
2288	G28	G2	0
2289	G28	G3	0
2290	G28	G4	0
2291	G28	G5	0
2292	G28	G6	0
2293	G28	G7	0
2294	G28	G8	0
2295	G28	G9	0
2296	G28	G10	0
2297	G28	G11	0
2298	G28	G12	0
2299	G28	G13	0
2300	G28	G14	0
2301	G28	G15	0
2302	G28	G16	0
2303	G28	G17	0
2304	G28	G18	0
2305	G28	G19	0
2306	G28	G20	0
2307	G28	G21	0
2308	G28	G22	0
2309	G28	G23	0
2310	G28	G24	0
2311	G28	G25	0
2312	G28	G26	0
2313	G28	G27	0
2314	G28	G29	0
2315	G28	G30	0
2316	G28	G31	0
2317	G28	G32	0
2318	G28	G33	0
2319	G28	G34	0
2320	G28	G35	0
2321	G28	G36	0
2322	G28	G37	0
2323	G28	G38	0
2324	G28	G39	0
2325	G28	G40	0
2326	G28	G41	0
2327	G28	G42	0
2328	G28	G43	0
2329	G28	G44	0
2330	G28	G45	0
2331	G28	G46	0
2332	G28	G47	0
2333	G28	G48	0
2334	G28	G49	0
2335	G28	G50	0
2336	G28	G51	0
2337	G28	G52	0
2338	G28	G53	0
2339	G28	G54	0
2340	G28	G55	0
2341	G28	G56	0
2342	G28	G57	0
2343	G28	G58	0
2344	G28	G59	0
2345	G28	G60	0
2346	G28	G61	0
2347	G28	G62	0
2348	G28	G63	0
2349	G28	G64	0
2350	G28	G65	0
2351	G28	G66	0
2352	G28	G67	0
2353	G28	G68	0
2354	G28	G69	0
2355	G28	G70	0
2356	G28	G71	0
2357	G28	G72	0
2358	G28	G73	0
2359	G28	G74	0
2360	G28	G75	0
2361	G28	G76	0
2362	G28	G77	0
2363	G28	G78	0
2364	G28	G79	0
2365	G28	G80	0
2366	G29	G1	0
2367	G29	G2	0
2368	G29	G3	0
2369	G29	G4	0
2370	G29	G5	0
2371	G29	G6	0
2372	G29	G7	0
2373	G29	G8	0
2374	G29	G9	0
2375	G29	G10	0
2376	G29	G11	0
2377	G29	G12	0
2378	G29	G13	0
2379	G29	G14	0
2380	G29	G15	0
2381	G29	G16	0
2382	G29	G17	0
2383	G29	G18	0
2384	G29	G19	0
2385	G29	G20	0
2386	G29	G21	0
2387	G29	G22	0
2388	G29	G23	0
2389	G29	G24	0
2390	G29	G25	0
2391	G29	G26	0
2392	G29	G27	0
2393	G29	G28	0
2394	G29	G30	0
2395	G29	G31	0
2396	G29	G32	0
2397	G29	G33	0
2398	G29	G34	0
2399	G29	G35	0
2400	G29	G36	0
2401	G29	G37	0
2402	G29	G38	0
2403	G29	G39	0
2404	G29	G40	0
2405	G29	G41	0
2406	G29	G42	0
2407	G29	G43	0
2408	G29	G44	0
2409	G29	G45	0
2410	G29	G46	0
2411	G29	G47	0
2412	G29	G48	0
2413	G29	G49	0
2414	G29	G50	0
2415	G29	G51	0
2416	G29	G52	0
2417	G29	G53	0
2418	G29	G54	0
2419	G29	G55	0
2420	G29	G56	0
2421	G29	G57	0
2422	G29	G58	0
2423	G29	G59	0
2424	G29	G60	0
2425	G29	G61	0
2426	G29	G62	0
2427	G29	G63	0
2428	G29	G64	0
2429	G29	G65	0
2430	G29	G66	0
2431	G29	G67	0
2432	G29	G68	0
2433	G29	G69	0
2434	G29	G70	0
2435	G29	G71	0
2436	G29	G72	0
2437	G29	G73	0
2438	G29	G74	0
2439	G29	G75	0
2440	G29	G76	0
2441	G29	G77	0
2442	G29	G78	0
2443	G29	G79	0
2444	G29	G80	0
2445	G30	G1	0
2446	G30	G2	0
2447	G30	G3	0
2448	G30	G4	0
2449	G30	G5	0
2450	G30	G6	0
2451	G30	G7	0
2452	G30	G8	0
2453	G30	G9	0
2454	G30	G10	0
2455	G30	G11	0
2456	G30	G12	0
2457	G30	G13	0
2458	G30	G14	0
2459	G30	G15	0
2460	G30	G16	0
2461	G30	G17	0
2462	G30	G18	0
2463	G30	G19	0
2464	G30	G20	0
2465	G30	G21	0
2466	G30	G22	0
2467	G30	G23	0
2468	G30	G24	0
2469	G30	G25	0
2470	G30	G26	0
2471	G30	G27	0
2472	G30	G28	0
2473	G30	G29	0
2474	G30	G31	0
2475	G30	G32	0
2476	G30	G33	0
2477	G30	G34	0
2478	G30	G35	0
2479	G30	G36	0
2480	G30	G37	0
2481	G30	G38	0
2482	G30	G39	0
2483	G30	G40	0
2484	G30	G41	0
2485	G30	G42	0
2486	G30	G43	0
2487	G30	G44	0
2488	G30	G45	0
2489	G30	G46	0
2490	G30	G47	0
2491	G30	G48	0
2492	G30	G49	0
2493	G30	G50	0
2494	G30	G51	0
2495	G30	G52	0
2496	G30	G53	0
2497	G30	G54	0
2498	G30	G55	0
2499	G30	G56	0
2500	G30	G57	0
2501	G30	G58	0
2502	G30	G59	0
2503	G30	G60	0
2504	G30	G61	0
2505	G30	G62	0
2506	G30	G63	0
2507	G30	G64	0
2508	G30	G65	0
2509	G30	G66	0
2510	G30	G67	0
2511	G30	G68	0
2512	G30	G69	0
2513	G30	G70	0
2514	G30	G71	0
2515	G30	G72	0
2516	G30	G73	0
2517	G30	G74	0
2518	G30	G75	0
2519	G30	G76	0
2520	G30	G77	0
2521	G30	G78	0
2522	G30	G79	0
2523	G30	G80	0
2524	G31	G1	0
2525	G31	G2	0
2526	G31	G3	0
2527	G31	G4	0
2528	G31	G5	0
2529	G31	G6	0
2530	G31	G7	0
2531	G31	G8	0
2532	G31	G9	0
2533	G31	G10	0
2534	G31	G11	0
2535	G31	G12	0
2536	G31	G13	0
2537	G31	G14	0
2538	G31	G15	0
2539	G31	G16	0
2540	G31	G17	0
2541	G31	G18	0
2542	G31	G19	0
2543	G31	G20	0
2544	G31	G21	0
2545	G31	G22	0
2546	G31	G23	0
2547	G31	G24	0
2548	G31	G25	0
2549	G31	G26	0
2550	G31	G27	0
2551	G31	G28	0
2552	G31	G29	0
2553	G31	G30	0
2554	G31	G32	0
2555	G31	G33	0
2556	G31	G34	0
2557	G31	G35	0
2558	G31	G36	0
2559	G31	G37	0
2560	G31	G38	0
2561	G31	G39	0
2562	G31	G40	0
2563	G31	G41	0
2564	G31	G42	0
2565	G31	G43	0
2566	G31	G44	0
2567	G31	G45	0
2568	G31	G46	0
2569	G31	G47	0
2570	G31	G48	0
2571	G31	G49	0
2572	G31	G50	0
2573	G31	G51	0
2574	G31	G52	0
2575	G31	G53	0
2576	G31	G54	0
2577	G31	G55	0
2578	G31	G56	0
2579	G31	G57	0
2580	G31	G58	0
2581	G31	G59	0
2582	G31	G60	0
2583	G31	G61	0
2584	G31	G62	0
2585	G31	G63	0
2586	G31	G64	0
2587	G31	G65	0
2588	G31	G66	0
2589	G31	G67	0
2590	G31	G68	0
2591	G31	G69	0
2592	G31	G70	0
2593	G31	G71	0
2594	G31	G72	0
2595	G31	G73	0
2596	G31	G74	0
2597	G31	G75	0
2598	G31	G76	0
2599	G31	G77	0
2600	G31	G78	0
2601	G31	G79	0
2602	G31	G80	0
2603	G32	G1	0
2604	G32	G2	0
2605	G32	G3	0
2606	G32	G4	0
2607	G32	G5	0
2608	G32	G6	0
2609	G32	G7	0
2610	G32	G8	0
2611	G32	G9	0
2612	G32	G10	0
2613	G32	G11	0
2614	G32	G12	0
2615	G32	G13	0
2616	G32	G14	0
2617	G32	G15	0
2618	G32	G16	0
2619	G32	G17	0
2620	G32	G18	0
2621	G32	G19	0
2622	G32	G20	0
2623	G32	G21	0
2624	G32	G22	0
2625	G32	G23	0
2626	G32	G24	0
2627	G32	G25	0
2628	G32	G26	0
2629	G32	G27	0
2630	G32	G28	0
2631	G32	G29	0
2632	G32	G30	0
2633	G32	G31	0
2634	G32	G33	0
